program_id,layer_id,program_name,entity,mapping_code,inception,expiry,coverage,layer_signed_exposure,Layer_Signed_Premium_USD,launch_date,Bus Type,bus_family,vehicle_family,orbit,months_on_risk,spacecraft_id,spacecraft_name,bus_manufacturer,prime_manufacturer,placing_basis,on_risk_date,off_risk_date,override_action,sql_igr_qs_rate,XOL_Deductible_USD,XOL_Limit_USD,sql_months_left,sql_ext_qs,sql_net_ext_qs,sql_igr_qs_ceded,sql_net_of_qs,sql_xol_ceded,sql_total_fibl_ceded,sql_net_of_xol,renewed_to_program_id,renewed_from_program_id,renewed_to_status,renewed_to_inception,is_consortium,program_type,underwriting_status,layer_key,per_sc,manual_include,lloyds_bus_type,excluded_reason,on_risk_flag,rpf,leo_months_left,leo_debris_rpf,debris_dr,layer_occ,exposure_usd,equity_pct,s3123_factor,equity_usd,ext_qs,other_ext_ri,net_ext_qs,net_ext,s3123_eligible,s3123_qs,uw_year,igr_qs_rate,igr_qs_ceded,net_of_qs,xol_ceded,total_fibl_ceded,net_of_xol,pf_fihl,pf_ful,pf_fiid,pf_fibl_direct,pf_fibl_ceded,gd_fihl,gd_ful,gd_fiid,gd_fibl_direct,gd_fibl_ceded,sd_fihl,sd_ful,sd_fiid,sd_fibl_direct,sd_fibl_ceded
344558,6,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,6390959.036154628,116287.953011373,2022-11-23,,MAXAR 1300,NULL,GEO-GSO,12.0,8977.0,E117WA (S8),SSL (Space Systems/Loral - Part of Maxar),SSL (Space Systems/Loral - Part of Maxar),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,1278191.8072309257,5112767.228923703,4345852.1445851475,766915.0843385555,0.0,4345852.1445851475,766915.0843385555,,,,,True,,,344558_6,6390959.036154628,False,,,1,0.2,0,0.0,0.05,1,6390959.036154628,0.075,0.4166666666666667,199717.46987983212,1278191.8072309257,0.0,5112767.228923703,5112767.228923703,True,532579.9196795524,2025,0.85,4345852.1445851475,766915.0843385551,0.0,4345852.1445851475,766915.0843385551,319547.9518077314,0.0,319547.9518077314,0.0,271615.75903657166,639095.9036154628,0.0,639095.9036154628,0.0,543231.5180731433,319547.9518077314,0.0,319547.9518077314,0.0,271615.75903657166
344558,7,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,8472635.021891044,154165.498125458,2022-10-15,,SPACEBUS 4000,NULL,GEO-GSO,12.0,9000.0,W6A/E21B,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,1694527.004378209,6778108.017512836,5761391.81488591,1016716.2026269254,0.0,5761391.81488591,1016716.2026269254,,,,,True,,,344558_7,8472635.021891044,False,,,1,0.2,0,0.0,0.05,1,8472635.021891044,0.075,0.4166666666666667,264769.84443409514,1694527.004378209,0.0,6778108.017512836,6778108.017512836,True,706052.9184909204,2025,0.85,5761391.81488591,1016716.2026269259,0.0,5761391.81488591,1016716.2026269259,423631.7510945522,0.0,423631.7510945522,0.0,360086.9884303694,847263.5021891044,0.0,847263.5021891044,0.0,720173.9768607388,423631.7510945522,0.0,423631.7510945522,0.0,360086.9884303694
344558,8,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,8104725.631934515,147471.130408551,2012-12-03,,EUROSTAR E3000,NULL,GEO-GSO,12.0,9004.0,W5A/E70B,Astrium Satellites SAS (Toulouse) (Part of EADS),Astrium Satellites SAS (Toulouse) (Part of EADS),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,1620945.1263869032,6483780.505547613,5511213.42971547,972567.075832142,0.0,5511213.42971547,972567.075832142,,,,,True,,,344558_8,8104725.631934515,False,,,1,0.2,0,0.0,0.05,1,8104725.631934515,0.075,0.4166666666666667,253272.6759979536,1620945.1263869032,0.0,6483780.505547612,6483780.505547612,True,675393.8026612097,2025,0.85,5511213.42971547,972567.0758321416,0.0,5511213.42971547,972567.0758321416,405236.2815967258,0.0,405236.2815967258,0.0,344450.8393572169,810472.5631934516,0.0,810472.5631934516,0.0,688901.6787144338,405236.2815967258,0.0,405236.2815967258,0.0,344450.8393572169
344558,9,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,4138792.8983068652,75308.2207786612,2013-05-14,,SPACEBUS 4000,NULL,GEO-GSO,12.0,9054.0,W3D/E3D,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,827758.579661373,3311034.318645492,2814379.170848668,496655.1477968239,0.0,2814379.170848668,496655.1477968239,,,,,True,,,344558_9,4138792.8983068652,False,,,1,0.2,0,0.0,0.05,1,4138792.8983068652,0.075,0.4166666666666667,129337.27807208954,827758.579661373,0.0,3311034.318645492,3311034.318645492,True,344899.40819223877,2025,0.85,2814379.170848668,496655.1477968241,0.0,2814379.170848668,496655.1477968241,206939.64491534326,0.0,206939.64491534326,0.0,175898.69817804178,413879.2898306865,0.0,413879.2898306865,0.0,351797.39635608357,206939.64491534326,0.0,206939.64491534326,0.0,175898.69817804178
344558,10,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,8995750.791954093,163683.954079325,2014-05-26,,EUROSTAR E3000,NULL,GEO-GSO,12.0,9203.0,E3B,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Toulouse),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,1799150.1583908186,7196600.6335632745,6117110.538528783,1079490.0950344913,0.0,6117110.538528783,1079490.0950344913,2156,,Bound (Expired),2016-07-01,True,,,344558_10,8995750.791954093,False,,,1,0.2,0,0.0,0.05,1,8995750.791954093,0.075,0.4166666666666667,281117.2122485654,1799150.1583908186,0.0,7196600.6335632745,7196600.6335632745,True,749645.8993295078,2025,0.85,6117110.538528783,1079490.0950344913,0.0,6117110.538528783,1079490.0950344913,449787.53959770466,0.0,449787.53959770466,0.0,382319.40865804895,899575.0791954093,0.0,899575.0791954093,0.0,764638.8173160979,449787.53959770466,0.0,449787.53959770466,0.0,382319.40865804895
344558,11,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,6455847.129589162,117468.63708674,2016-01-29,,EUROSTAR E3000,NULL,GEO-GSO,12.0,9242.0,E9B,Astrium Satellites SAS (Toulouse) (Part of EADS),Astrium Satellites SAS (Toulouse) (Part of EADS),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,1291169.4259178324,5164677.70367133,4389976.04812063,774701.6555506996,0.0,4389976.04812063,774701.6555506996,2156,,Bound (Expired),2016-07-01,True,,,344558_11,6455847.129589162,False,,,1,0.2,0,0.0,0.05,1,6455847.129589162,0.075,0.4166666666666667,201745.2227996613,1291169.4259178324,0.0,5164677.70367133,5164677.70367133,True,537987.2607990969,2025,0.85,4389976.04812063,774701.6555506997,0.0,4389976.04812063,774701.6555506997,322792.3564794581,0.0,322792.3564794581,0.0,274373.5030075394,645584.7129589162,0.0,645584.7129589162,0.0,548747.0060150787,322792.3564794581,0.0,322792.3564794581,0.0,274373.5030075394
344558,12,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,4388314.438343567,79848.4390712467,2023-05-27,,BSS-702SP,NULL,GEO-GSO,12.0,9344.0,E117WB (S9),Boeing Satellite Systems Inc.,Boeing Satellite Systems Inc.,,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,877662.8876687135,3510651.550674854,2984053.8180736257,526597.7326012282,0.0,2984053.8180736257,526597.7326012282,2156,,Bound (Expired),2016-07-01,True,,,344558_12,4388314.438343567,False,,,1,0.2,0,0.0,0.05,1,4388314.438343567,0.075,0.4166666666666667,137134.82619823646,877662.8876687135,0.0,3510651.5506748534,3510651.5506748534,True,365692.86986196396,2025,0.85,2984053.818073625,526597.7326012282,0.0,2984053.818073625,526597.7326012282,219415.72191717837,0.0,219415.72191717837,0.0,186503.3636296016,438831.44383435673,0.0,438831.44383435673,0.0,373006.7272592032,219415.72191717837,0.0,219415.72191717837,0.0,186503.3636296016
344558,13,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,18484934.559166126,336346.264977469,2019-04-11,,SPACEBUS 4000,NULL,GEO-GSO,12.0,9501.0,E8WB,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,3696986.9118332253,14787947.647332901,12569755.500232965,2218192.1470999354,0.0,12569755.500232965,2218192.1470999354,2156,,Bound (Expired),2016-07-01,True,,,344558_13,18484934.559166126,False,,,1,0.2,0,0.0,0.05,1,18484934.559166126,0.075,0.4166666666666667,577654.2049739414,3696986.9118332253,0.0,14787947.647332901,14787947.647332901,True,1540411.213263844,2025,0.85,12569755.500232965,2218192.1470999364,0.0,12569755.500232965,2218192.1470999364,924246.7279583063,0.0,924246.7279583063,0.0,785609.7187645603,1848493.4559166126,0.0,1848493.4559166126,0.0,1571219.4375291206,924246.7279583063,0.0,924246.7279583063,0.0,785609.7187645603
344558,14,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,11617716.607657673,211392.449134461,2019-04-11,,EUROSTAR E3000,NULL,GEO-GSO,12.0,9534.0,E36C,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Toulouse),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,2323543.3215315347,9294173.286126139,7900047.293207218,1394125.992918921,0.0,7900047.293207218,1394125.992918921,,,,,True,,,344558_14,11617716.607657673,False,,,1,0.2,0,0.0,0.05,1,11617716.607657673,0.075,0.4166666666666667,363053.6439893023,2323543.3215315347,0.0,9294173.286126139,9294173.286126139,True,968143.0506381395,2025,0.85,7900047.293207218,1394125.9929189207,0.0,7900047.293207218,1394125.9929189207,580885.8303828837,0.0,580885.8303828837,0.0,493752.9558254511,1161771.6607657673,0.0,1161771.6607657673,0.0,987505.9116509022,580885.8303828837,0.0,580885.8303828837,0.0,493752.9558254511
344558,15,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,5533750.3557227235,100690.4437507,2015-11-10,,MAXAR 1300,NULL,GEO-GSO,12.0,9710.0,E65WA,SSL (Space Systems/Loral - Part of Maxar),SSL (Space Systems/Loral - Part of Maxar),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,1106750.0711445448,4427000.284578179,3762950.241891452,664050.0426867269,0.0,3762950.241891452,664050.0426867269,3679,,NTU,2016-07-01,True,,,344558_15,5533750.3557227235,False,,,1,0.2,0,0.0,0.05,1,5533750.3557227235,0.075,0.4166666666666667,172929.6986163351,1106750.0711445448,0.0,4427000.284578179,4427000.284578179,True,461145.86297689367,2025,0.85,3762950.241891452,664050.0426867269,0.0,3762950.241891452,664050.0426867269,276687.5177861362,0.0,276687.5177861362,0.0,235184.39011821576,553375.0355722724,0.0,553375.0355722724,0.0,470368.7802364315,276687.5177861362,0.0,276687.5177861362,0.0,235184.39011821576
344558,16,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,10746231.046425201,195535.162079204,2011-09-21,,EUROSTAR E3000,NULL,GEO-GSO,12.0,10173.0,E172B,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Toulouse),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,2149246.2092850404,8596984.837140162,7307437.111569137,1289547.7255710245,0.0,7307437.111569137,1289547.7255710245,3679,,NTU,2016-07-01,True,,,344558_16,10746231.046425201,False,,,1,0.2,0,0.0,0.05,1,10746231.046425201,0.075,0.4166666666666667,335819.72020078753,2149246.2092850404,0.0,8596984.837140162,8596984.837140162,True,895519.2538687668,2025,0.85,7307437.111569137,1289547.7255710242,0.0,7307437.111569137,1289547.7255710242,537311.5523212601,0.0,537311.5523212601,0.0,456714.819473071,1074623.1046425202,0.0,1074623.1046425202,0.0,913429.638946142,537311.5523212601,0.0,537311.5523212601,0.0,456714.819473071
344558,17,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,11189100.563033745,203593.481534265,2010-06-03,,GMP-T,NULL,GEO-GSO,12.0,10281.0,Quantum,SSTL - Surrey Satellite Technology Limited (Part of Airbus DS),SSTL - Surrey Satellite Technology Limited (Part of Airbus DS),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,2237820.112606749,8951280.450426996,7608588.382862946,1342692.0675640495,0.0,7608588.382862946,1342692.0675640495,3679,,NTU,2016-07-01,True,,,344558_17,11189100.563033745,False,,,1,0.2,0,0.0,0.05,1,11189100.563033745,0.075,0.4166666666666667,349659.3925948045,2237820.112606749,0.0,8951280.450426996,8951280.450426996,True,932425.0469194788,2025,0.85,7608588.382862946,1342692.0675640497,0.0,7608588.382862946,1342692.0675640497,559455.0281516872,0.0,559455.0281516872,0.0,475536.7739289342,1118910.0563033745,0.0,1118910.0563033745,0.0,951073.5478578684,559455.0281516872,0.0,559455.0281516872,0.0,475536.7739289342
344558,18,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,3094813.5983944247,56312.2899510229,2010-06-26,,MAXAR 1300,NULL,GEO-GSO,12.0,10733.0,E7C,SSL (Space Systems/Loral - Part of Maxar),SSL (Space Systems/Loral - Part of Maxar),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,618962.719678885,2475850.87871554,2104473.246908209,371377.63180733105,0.0,2104473.246908209,371377.63180733105,,,,,True,,,344558_18,3094813.5983944247,False,,,1,0.2,0,0.0,0.05,1,3094813.5983944247,0.075,0.4166666666666667,96712.92494982577,618962.719678885,0.0,2475850.87871554,2475850.87871554,True,257901.1331995354,2025,0.85,2104473.246908209,371377.631807331,0.0,2104473.246908209,371377.631807331,154740.67991972124,0.0,154740.67991972124,0.0,131529.57793176305,309481.3598394425,0.0,309481.3598394425,0.0,263059.1558635261,154740.67991972124,0.0,154740.67991972124,0.0,131529.57793176305
344558,19,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,8602524.403390191,156528.925931364,2019-02-05,,SPACEBUS NEO,NULL,GEO-GSO,12.0,13924.0,Konnect,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,1720504.8806780383,6882019.522712153,5849716.59430533,1032302.9284068232,0.0,5849716.59430533,1032302.9284068232,,,,,True,,,344558_19,8602524.403390191,False,,,1,0.2,0,0.0,0.05,1,8602524.403390191,0.075,0.4166666666666667,268828.8876059435,1720504.8806780383,0.0,6882019.522712153,6882019.522712153,True,716877.0336158493,2025,0.85,5849716.59430533,1032302.9284068234,0.0,5849716.59430533,1032302.9284068234,430126.2201695096,0.0,430126.2201695096,0.0,365607.2871440831,860252.4403390192,0.0,860252.4403390192,0.0,731214.5742881662,430126.2201695096,0.0,430126.2201695096,0.0,365607.2871440831
344558,20,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,19814782.423728786,360543.773537872,2022-11-03,,EUROSTAR NEO,NULL,GEO-GSO,12.0,13009.0,E13G,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Toulouse),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,3962956.4847457577,15851825.93898303,13474052.048135575,2377773.890847455,0.0,13474052.048135575,2377773.890847455,,,,,True,,,344558_20,19814782.423728786,False,,,1,0.2,0,0.0,0.05,1,19814782.423728786,0.075,0.4166666666666667,619211.9507415246,3962956.4847457577,0.0,15851825.938983029,15851825.938983029,True,1651231.8686440657,2025,0.85,13474052.048135575,2377773.890847454,0.0,13474052.048135575,2377773.890847454,990739.1211864394,0.0,990739.1211864394,0.0,842128.2530084735,1981478.2423728788,0.0,1981478.2423728788,0.0,1684256.506016947,990739.1211864394,0.0,990739.1211864394,0.0,842128.2530084735
344558,21,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,16937675.495607506,308192.808154846,2010-06-26,,SPACEBUS NEO,NULL,GEO-GSO,12.0,10519.0,K-VHTS,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,3387535.0991215017,13550140.396486007,11517619.337013105,2032521.0594729013,0.0,11517619.337013105,2032521.0594729013,,,,,True,,,344558_21,16937675.495607506,False,,,1,0.2,0,0.0,0.05,1,16937675.495607506,0.075,0.4166666666666667,529302.3592377346,3387535.0991215017,0.0,13550140.396486005,13550140.396486005,True,1411472.9579672925,2025,0.85,11517619.337013103,2032521.0594729017,0.0,11517619.337013103,2032521.0594729017,846883.7747803754,0.0,846883.7747803754,0.0,719851.208563319,1693767.5495607508,0.0,1693767.5495607508,0.0,1439702.417126638,846883.7747803754,0.0,846883.7747803754,0.0,719851.208563319
344558,22,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,19814782.423728786,360543.773537872,2010-06-03,,SPACEBUS NEO,NULL,GEO-GSO,12.0,14159.0,E10B,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,3962956.4847457577,15851825.93898303,13474052.048135575,2377773.890847455,0.0,13474052.048135575,2377773.890847455,,,,,True,,,344558_22,19814782.423728786,False,,,1,0.2,0,0.0,0.05,1,19814782.423728786,0.075,0.4166666666666667,619211.9507415246,3962956.4847457577,0.0,15851825.938983029,15851825.938983029,True,1651231.8686440657,2025,0.85,13474052.048135575,2377773.890847454,0.0,13474052.048135575,2377773.890847454,990739.1211864394,0.0,990739.1211864394,0.0,842128.2530084735,1981478.2423728788,0.0,1981478.2423728788,0.0,1684256.506016947,990739.1211864394,0.0,990739.1211864394,0.0,842128.2530084735
344558,23,Eutelsat,FIID,ASO,2025-07-01,2026-06-30,Orbit,19814782.423728786,360543.773537872,2011-09-21,,EUROSTAR NEO,NULL,GEO-GSO,12.0,13008.0,E13F,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Toulouse),,2025-07-01,2026-06-30,Add Layer,0.85,7500000.0,72500000.0,0.0,3962956.4847457577,15851825.93898303,13474052.048135575,2377773.890847455,0.0,13474052.048135575,2377773.890847455,,,,,True,,,344558_23,19814782.423728786,False,,,1,0.2,0,0.0,0.05,1,19814782.423728786,0.075,0.4166666666666667,619211.9507415246,3962956.4847457577,0.0,15851825.938983029,15851825.938983029,True,1651231.8686440657,2025,0.85,13474052.048135575,2377773.890847454,0.0,13474052.048135575,2377773.890847454,990739.1211864394,0.0,990739.1211864394,0.0,842128.2530084735,1981478.2423728788,0.0,1981478.2423728788,0.0,1684256.506016947,990739.1211864394,0.0,990739.1211864394,0.0,842128.2530084735
271177,329405,PT Pasifik Satelit Nusantara Lima -   NUSANTARA LIMA - N5 ,FUL,ASC,2022-11-15,2025-11-14,L + 24 Months,27222223.0,1769444.0,2025-09-12,BSS-702MP (BOEING 702B),BOEING BSS 702,"FALCON 9, 5 & HEAVY",GEO-GSO,24.0,17950.0,NUSANTARA LIMA,Boeing Satellite Systems Inc.,Boeing Satellite Systems Inc.,Direct Open Market,2025-09-12,2027-03-12,,0.4,50000000.0,245000000.0,0.0,5444444.600000001,21777778.400000002,8711111.360000001,13066667.040000001,0.0,8711111.360000001,13066667.040000001,,,,,False,,,271177_329405,27222223.0,False,,,1,0.4,0,0.0,0.05,1,27222223.0,0.0,0.4166666666666667,0.0,5444444.600000001,0.0,21777778.4,21777778.4,False,0.0,2022,0.4,8711111.36,13066667.04,0.0,8711111.36,13066667.04,1361111.1500000001,1361111.1500000001,0.0,0.0,544444.4600000001,5444444.600000001,5444444.600000001,0.0,0.0,2177777.8400000003,1361111.1500000001,1361111.1500000001,0.0,0.0,544444.4600000001
276734,338150,PT Pasifik Satelit Nusantara Lima -   NUSANTARA LIMA - N5 ,FUL,ASC,2022-11-15,2025-11-15,L + 24 Months,7777778.0,505556.0,2025-09-12,BSS-702MP (BOEING 702B),BOEING BSS 702,"FALCON 9, 5 & HEAVY",GEO-GSO,24.0,17950.0,NUSANTARA LIMA,Boeing Satellite Systems Inc.,Boeing Satellite Systems Inc.,Direct Open Market,2025-09-12,2027-03-12,,0.4,50000000.0,245000000.0,0.0,1555555.6,6222222.4,2488888.9600000004,3733333.44,0.0,2488888.9600000004,3733333.44,,,,,False,,,276734_338150,7777778.0,False,,,1,0.4,0,0.0,0.05,1,7777778.0,0.0,0.4166666666666667,0.0,1555555.6,0.0,6222222.4,6222222.4,False,0.0,2022,0.4,2488888.9600000004,3733333.44,0.0,2488888.9600000004,3733333.44,388888.9,388888.9,0.0,0.0,155555.56000000003,1555555.6,1555555.6,0.0,0.0,622222.2400000001,388888.9,388888.9,0.0,0.0,155555.56000000003
277977,340161,Sirius XM Radio Inc.  Sirius XM - L+1,FUL,ASC,2022-12-31,2027-12-30,L + 12 Months,19999980.0,1157893.0,2025-06-07,MAXAR 1300 (FS-/LS-/SSL-1300),MAXAR 1300 (FS-/LS-/SSL-1300),"FALCON 9, 5 & HEAVY",GEO-GSO,12.0,17163.0,SXM-10,SSL (Space Systems/Loral),SSL (Space Systems/Loral),Direct Open Market,2025-06-07,2026-06-07,,0.4,50000000.0,245000000.0,0.0,3999996.0,15999984.0,6399993.600000001,9599990.4,0.0,6399993.600000001,9599990.4,,,,,False,,,277977_340161,19999980.0,False,,,1,0.2,0,0.0,0.05,1,19999980.0,0.0,0.4166666666666667,0.0,3999996.0,0.0,15999984.0,15999984.0,False,0.0,2022,0.4,6399993.600000001,9599990.399999999,0.0,6399993.600000001,9599990.399999999,999999.0,999999.0,0.0,0.0,399999.60000000003,1999998.0,1999998.0,0.0,0.0,799999.2000000001,999999.0,999999.0,0.0,0.0,399999.60000000003
278759,341459,Sirius XM Radio Inc.  Sirius XM - L+1 - TOFF,FUL,ASC,2022-12-31,2027-12-30,L + 12 Months,19999980.0,1157893.0,2025-06-07,MAXAR 1300 (FS-/LS-/SSL-1300),MAXAR 1300 (FS-/LS-/SSL-1300),"FALCON 9, 5 & HEAVY",GEO-GSO,12.0,17163.0,SXM-10,SSL (Space Systems/Loral),SSL (Space Systems/Loral),Direct Open Market,2025-06-07,2026-06-07,,0.4,50000000.0,245000000.0,0.0,3999996.0,15999984.0,6399993.600000001,9599990.4,0.0,6399993.600000001,9599990.4,,,,,False,,,278759_341459,19999980.0,False,,,1,0.2,0,0.0,0.05,1,19999980.0,0.0,0.4166666666666667,0.0,3999996.0,0.0,15999984.0,15999984.0,False,0.0,2022,0.4,6399993.600000001,9599990.399999999,0.0,6399993.600000001,9599990.399999999,999999.0,999999.0,0.0,0.0,399999.60000000003,1999998.0,1999998.0,0.0,0.0,799999.2000000001,999999.0,999999.0,0.0,0.0,399999.60000000003
328274,433090,Mapfre  Spainsat NG-1 & 2 - Launch + 16,FIID,ASC,2024-12-15,2026-12-14,L + 24 Months,26601157.980630264,3325144.7622626238,2025-01-30,EUROSTAR NEO,EUROSTAR NEO,"FALCON 9, 5 & HEAVY",GEO-GSO,24.0,13257.0,SPAINSAT NG-1,Airbus Defence and Space (Toulouse),Airbus Defence and Space/Thales Alenia Space JOINT,Direct Open Market,2025-01-30,2026-05-30,,0.85,7500000.0,72500000.0,0.0,5320231.5961260535,21280926.384504214,18088787.42682858,3192138.9576756326,0.0,18088787.42682858,3192138.9576756326,,,,,True,,,328274_433090,26601157.980630264,False,,,1,0.2,0,0.0,0.05,1,26601157.980630264,0.099,0.4166666666666667,1097297.7667009984,5320231.5961260535,0.0,21280926.38450421,21280926.38450421,False,0.0,2024,0.85,18088787.426828578,3192138.957675632,0.0,18088787.426828578,3192138.957675632,1330057.8990315134,0.0,1330057.8990315134,0.0,1130549.2141767861,2660115.7980630267,0.0,2660115.7980630267,0.0,2261098.4283535723,1330057.8990315134,0.0,1330057.8990315134,0.0,1130549.2141767861
328274,436566,Mapfre  Spainsat NG-1 & 2 - Launch + 16,FIID,ASC,2024-12-15,2026-12-14,L + 24 Months,26601157.980630264,3325144.7622626238,2025-10-24,EUROSTAR NEO,EUROSTAR NEO,"FALCON 9, 5 & HEAVY",GEO-GSO,24.0,13258.0,SPAINSAT NG-2,Airbus Defence and Space (Toulouse),Airbus Defence and Space/Thales Alenia Space JOINT,Direct Open Market,2025-10-24,2027-02-24,,0.85,7500000.0,72500000.0,0.0,5320231.5961260535,21280926.384504214,18088787.42682858,3192138.9576756326,0.0,18088787.42682858,3192138.9576756326,,,,,True,,,328274_436566,26601157.980630264,False,,,1,0.4,0,0.0,0.05,1,26601157.980630264,0.099,0.4166666666666667,1097297.7667009984,5320231.5961260535,0.0,21280926.38450421,21280926.38450421,True,2216763.1650525224,2024,0.85,18088787.426828578,3192138.957675632,0.0,18088787.426828578,3192138.957675632,1330057.8990315134,0.0,1330057.8990315134,0.0,1130549.2141767861,5320231.5961260535,0.0,5320231.5961260535,0.0,4522196.8567071445,1330057.8990315134,0.0,1330057.8990315134,0.0,1130549.2141767861
334082,445095,MAPFRE ESPAÑA COMPAÑÍA DE SEGUROS Y  Spainsat NG-1 Launch + 16 Top Up ,FIID,ASC,2025-01-16,2027-01-15,L + 24 Months,2256469.3948105536,315906.3754569203,2025-01-30,EUROSTAR NEO,EUROSTAR NEO,"FALCON 9, 5 & HEAVY",GEO-GSO,24.0,13257.0,SPAINSAT NG-1,Airbus Defence and Space (Toulouse),Airbus Defence and Space/Thales Alenia Space JOINT,Proportional Facultative,2025-01-30,2026-05-30,,0.85,7500000.0,72500000.0,0.0,451293.8789621107,1805175.515848443,1534399.1884711764,270776.3273772665,0.0,1534399.1884711764,270776.3273772665,,,,,True,,,334082_445095,2256469.3948105536,False,,,1,0.2,0,0.0,0.05,1,2256469.3948105536,0.075,0.4166666666666667,70514.6685878298,451293.8789621107,0.0,1805175.515848443,1805175.515848443,False,0.0,2025,0.85,1534399.1884711764,270776.3273772665,0.0,1534399.1884711764,270776.3273772665,112823.46974052768,0.0,112823.46974052768,0.0,95899.94927944854,225646.93948105536,0.0,225646.93948105536,0.0,191799.89855889708,112823.46974052768,0.0,112823.46974052768,0.0,95899.94927944854
334902,446645,Ovzon AB  Ovzon 3 - In Orbit,FIID,ASO,2025-02-01,2026-04-30,In-Orbit,10824710.703608299,316408.8041792499,2024-01-03,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",GEO-GSO,15.0,13325.0,OVZON-3,SSL (Space Systems/Loral),SSL (Space Systems/Loral),Direct Open Market,2025-02-01,2026-04-30,,0.85,7500000.0,72500000.0,0.0,2164942.1407216596,8659768.562886639,7360803.2784536425,1298965.284432996,0.0,7360803.2784536425,1298965.284432996,364248,,NTU,2026-05-01,True,,,334902_446645,10824710.703608299,False,,,1,0.2,0,0.0,0.05,1,10824710.703608299,0.075,0.4166666666666667,338272.20948775933,2164942.1407216596,0.0,8659768.562886639,8659768.562886639,True,902059.2253006916,2025,0.85,7360803.2784536425,1298965.284432996,0.0,7360803.2784536425,1298965.284432996,541235.5351804149,0.0,541235.5351804149,0.0,460050.2049033528,1082471.0703608298,0.0,1082471.0703608298,0.0,920100.4098067055,541235.5351804149,0.0,541235.5351804149,0.0,460050.2049033528
