program_id,layer_id,program_name,entity,mapping_code,inception,expiry,coverage,layer_signed_exposure,Layer_Signed_Premium_USD,launch_date,Bus Type,bus_family,vehicle_family,orbit,months_on_risk,spacecraft_id,spacecraft_name,bus_manufacturer,prime_manufacturer,placing_basis,on_risk_date,off_risk_date,override_action,sql_igr_qs_rate,XOL_Deductible_USD,XOL_Limit_USD,sql_months_left,sql_ext_qs,sql_net_ext_qs,sql_igr_qs_ceded,sql_net_of_qs,sql_xol_ceded,sql_total_fibl_ceded,sql_net_of_xol,renewed_to_program_id,renewed_from_program_id,renewed_to_status,renewed_to_inception,is_consortium,program_type,underwriting_status,layer_key,per_sc,manual_include,lloyds_bus_type,excluded_reason,on_risk_flag,rpf,leo_months_left,leo_debris_rpf,debris_dr,layer_occ,exposure_usd,equity_pct,s3123_factor,equity_usd,ext_qs,other_ext_ri,net_ext_qs,net_ext,s3123_eligible,s3123_qs,uw_year,igr_qs_rate,igr_qs_ceded,net_of_qs,xol_ceded,total_fibl_ceded,net_of_xol,pf_fihl,pf_ful,pf_fiid,pf_fibl_direct,pf_fibl_ceded,gd_fihl,gd_ful,gd_fiid,gd_fibl_direct,gd_fibl_ceded,sd_fihl,sd_ful,sd_fiid,sd_fibl_direct,sd_fibl_ceded
335513,447941,PAKISTAN REINSURANCE COMPANY LIMITED  - Paksat MM1(R) - IO,FUL,ASO,2025-05-30,2026-05-29,In-Orbit,21649484.5,303093.5030049472,2024-05-30,DFH-4E,DFH-4 FAMILY,"LONG MARCH 1, 2, 3, 4",GEO-GSO,12.0,12548.0,PAKSAT-MULTI MISSION 1 (PAKSAT-MM1),CAST - Chinese Academy of Space Technology,CGWIC - China Great Wall Industry Corp,Proportional Facultative,2025-05-30,2026-05-29,,0.5,50000000.0,245000000.0,0.0,4329896.9,17319587.6,8659793.8,8659793.8,0.0,8659793.8,8659793.8,384195,,NTU,2026-05-30,True,,,335513_447941,21649484.5,False,,,1,0.2,0,0.0,0.05,1,21649484.5,0.075,0.4166666666666667,676546.390625,4329896.9,0.0,17319587.6,17319587.6,True,1804123.7083333335,2025,0.5,8659793.8,8659793.8,0.0,8659793.8,8659793.8,1082474.225,1082474.225,0.0,0.0,541237.1125,2164948.45,2164948.45,0.0,0.0,1082474.225,1082474.225,1082474.225,0.0,0.0,541237.1125
340072,456306,THAICOM PCL  - Thaicom 8 - In Orbit,FUL,ASO,2025-05-28,2026-05-27,In-Orbit,11134020.6,116907.28829999987,2016-05-27,GEOSTAR 2.4E,GEOSTAR 2 (ORIG. STAR 2) FAMILY,"FALCON 9, 5 & HEAVY",GEO-GSO,12.0,9688.0,THAICOM 8,ORBITAL ATK INC.,ORBITAL ATK INC.,Direct Open Market,2025-05-28,2026-05-27,,0.5,50000000.0,245000000.0,0.0,2226804.12,8907216.48,4453608.24,4453608.24,0.0,4453608.24,4453608.24,378405,311122,NTU,2026-05-28,True,,,340072_456306,11134020.6,False,,,1,0.2,0,0.0,0.05,1,11134020.6,0.075,0.4166666666666667,347938.14375,2226804.12,0.0,8907216.48,8907216.48,True,927835.05,2025,0.5,4453608.24,4453608.24,0.0,4453608.24,4453608.24,556701.03,556701.03,0.0,0.0,278350.515,1113402.06,1113402.06,0.0,0.0,556701.03,556701.03,556701.03,0.0,0.0,278350.515
340405,457079,INMARSAT GLOBAL LIMITED  - Inmarsat 6 F1 - In Orbit,FUL,ASO,2025-04-22,2026-04-21,In-Orbit,10424239.776440699,151150.74849323672,2021-12-22,EUROSTAR E3000e (EOR),EUROSTAR E3000,"H-2, H-2S, H-2A & H-2B",GEO-GSO,12.0,10590.0,INMARSAT 6-F1,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Stevenage),Direct Open Market,2025-04-22,2026-04-21,,0.5,50000000.0,245000000.0,0.0,2084847.9552881399,8339391.8211525595,4169695.9105762797,4169695.9105762797,0.0,4169695.9105762797,4169695.9105762797,373794,309921,NTU,2026-04-22,True,,,340405_457079,10424239.776440699,False,,,1,0.2,0,0.0,0.05,1,10424239.776440699,0.075,0.4166666666666667,325757.49301377183,2084847.9552881399,0.0,8339391.821152559,8339391.821152559,False,0.0,2025,0.5,4169695.9105762793,4169695.9105762793,0.0,4169695.9105762793,4169695.9105762793,521211.98882203497,521211.98882203497,0.0,0.0,260605.99441101748,1042423.9776440699,1042423.9776440699,0.0,0.0,521211.98882203497,521211.98882203497,521211.98882203497,0.0,0.0,260605.99441101748
340408,457089,AVANTI HYLAS 3 LIMITED  - Hylas 4 Orbit,FUL,ASO,2025-04-19,2026-04-18,In-Orbit,1237113.4,136083.4340068025,2018-04-05,GEOSTAR 3,GEOSTAR 3 FAMILY,ARIANE 5,GEO-GSO,12.0,10153.0,HYLAS 4,ORBITAL ATK INC.,Orbital Sciences Corporation,Direct Open Market,2025-04-19,2026-04-18,,0.5,50000000.0,245000000.0,0.0,247422.68,989690.72,494845.36,494845.36,0.0,494845.36,494845.36,373969,309329,NTU,2026-04-19,True,,,340408_457089,1237113.4,False,,,1,0.2,0,0.0,0.05,1,1237113.4,0.075,0.4166666666666667,38659.79375,247422.68,0.0,989690.72,989690.72,True,103092.78333333334,2025,0.5,494845.36,494845.36,0.0,494845.36,494845.36,61855.67,61855.67,0.0,0.0,30927.835,123711.34,123711.34,0.0,0.0,61855.67,61855.67,61855.67,0.0,0.0,30927.835
340408,457090,AVANTI HYLAS 3 LIMITED  - Hylas 4 Orbit,FUL,ASO,2025-04-19,2026-04-18,In-Orbit,10824742.25,184021.3982555657,2018-04-05,GEOSTAR 3,GEOSTAR 3 FAMILY,ARIANE 5,GEO-GSO,12.0,10153.0,HYLAS 4,ORBITAL ATK INC.,Orbital Sciences Corporation,Direct Open Market,2025-04-19,2026-04-18,,0.5,50000000.0,245000000.0,0.0,2164948.45,8659793.8,4329896.9,4329896.9,0.0,4329896.9,4329896.9,373969,309329,NTU,2026-04-19,True,,,340408_457090,10824742.25,False,,,1,0.2,0,0.0,0.05,1,10824742.25,0.075,0.4166666666666667,338273.1953125,2164948.45,0.0,8659793.8,8659793.8,True,902061.8541666667,2025,0.5,4329896.9,4329896.9,0.0,4329896.9,4329896.9,541237.1125,541237.1125,0.0,0.0,270618.55625,1082474.225,1082474.225,0.0,0.0,541237.1125,541237.1125,541237.1125,0.0,0.0,270618.55625
341429,458634,TURKIYE SIGORTA AS  - Turksat 6A - In Orbit RI,FUL,ASO,2025-04-10,2026-04-09,In-Orbit,7422681.018556699,248423.48760410518,2024-07-08,UNKNOWN,UNKNOWN,"FALCON 9, 5 & HEAVY",GEO-GSO,12.0,9785.0,TURKSAT 6A,Turkish Aerospace Industries (TAI/TUSAs),Turkish Aerospace Industries (TAI/TUSAs),Proportional Facultative,2025-04-10,2026-04-09,,0.5,50000000.0,245000000.0,0.0,1484536.20371134,5938144.81484536,2969072.40742268,2969072.40742268,0.0,2969072.40742268,2969072.40742268,377766,,Bound (Signed Off),2026-04-10,True,,,341429_458634,7422681.018556699,False,,,1,0.2,0,0.0,0.05,1,7422681.018556699,0.075,0.4166666666666667,231958.78182989688,1484536.20371134,0.0,5938144.814845359,5938144.814845359,True,618556.7515463916,2025,0.5,2969072.4074226795,2969072.4074226795,0.0,2969072.4074226795,2969072.4074226795,371134.050927835,371134.050927835,0.0,0.0,185567.0254639175,742268.10185567,742268.10185567,0.0,0.0,371134.050927835,371134.050927835,371134.050927835,0.0,0.0,185567.0254639175
341568,458837,MAXAR TECHNOLOGIES INC.  Maxar Legion Fleet,FUL,ASO,2025-05-03,2026-05-02,In-Orbit,4020619.7871133997,92475.1026561841,2024-05-02,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",LEO,12.0,12485.0,WORLDVIEW LEGION-1,Maxar Space Systems,Maxar Space Systems,Direct Open Market,2025-05-03,2026-05-02,,0.5,50000000.0,245000000.0,2.0,804123.95742268,3216495.82969072,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,,,,,True,,,341568_458837,4020619.7871133997,False,,,1,0.2,2,0.4,0.4,1,4020619.7871133997,0.075,0.4166666666666667,125644.36834729374,804123.95742268,0.0,3216495.82969072,3216495.82969072,True,335051.6489261167,2025,0.5,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608247.91484536,1608247.91484536,0.0,0.0,804123.95742268
341568,459135,MAXAR TECHNOLOGIES INC.  Maxar Legion Fleet,FUL,ASO,2025-08-16,2026-05-02,In-Orbit,4020619.7871133997,65870.90050856567,2024-05-02,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",LEO,9.0,12486.0,WORLDVIEW LEGION-2,Maxar Space Systems,Maxar Space Systems,Direct Open Market,2025-08-16,2026-05-02,,0.5,50000000.0,245000000.0,2.0,804123.95742268,3216495.82969072,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,,,,,True,,,341568_459135,4020619.7871133997,False,,,1,0.2,2,0.4,0.4,1,4020619.7871133997,0.075,0.4166666666666667,125644.36834729374,804123.95742268,0.0,3216495.82969072,3216495.82969072,True,335051.6489261167,2025,0.5,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608247.91484536,1608247.91484536,0.0,0.0,804123.95742268
341568,459136,MAXAR TECHNOLOGIES INC.  Maxar Legion Fleet,FUL,ASO,2025-08-16,2026-05-02,In-Orbit,4020619.7871133997,65870.90050856567,2024-08-15,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",LEO,9.0,12487.0,WORLDVIEW LEGION-3,Maxar Space Systems,Maxar Space Systems,Direct Open Market,2025-08-16,2026-05-02,,0.5,50000000.0,245000000.0,2.0,804123.95742268,3216495.82969072,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,,,,,True,,,341568_459136,4020619.7871133997,False,,,1,0.2,2,0.4,0.4,1,4020619.7871133997,0.075,0.4166666666666667,125644.36834729374,804123.95742268,0.0,3216495.82969072,3216495.82969072,True,335051.6489261167,2025,0.5,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608247.91484536,1608247.91484536,0.0,0.0,804123.95742268
341568,459137,MAXAR TECHNOLOGIES INC.  Maxar Legion Fleet,FUL,ASO,2025-05-03,2026-05-02,In-Orbit,4020619.7871133997,92475.1026561841,2024-08-15,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",LEO,12.0,12488.0,WORLDVIEW LEGION-4,Maxar Space Systems,Maxar Space Systems,Direct Open Market,2025-05-03,2026-05-02,,0.5,50000000.0,245000000.0,2.0,804123.95742268,3216495.82969072,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,,,,,True,,,341568_459137,4020619.7871133997,False,,,1,0.2,2,0.4,0.4,1,4020619.7871133997,0.075,0.4166666666666667,125644.36834729374,804123.95742268,0.0,3216495.82969072,3216495.82969072,True,335051.6489261167,2025,0.5,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608247.91484536,1608247.91484536,0.0,0.0,804123.95742268
342462,460214,AIRBUS DEFENCE AND SPACE SAS  PNEO3 & PNEO4 - IO,FIID,ASO,2025-04-29,2026-04-28,In-Orbit,10003270.37105984,280092.6054020511,2021-04-29,S950 OPTICAL (ASTROBUS-S 950 OPTICAL) (AIRBUS),ASTROBUS/ASTROSAT/S-BUS FAMILY (AIRBUS),VEGA,LEO,12.0,13887.0,PLEIADES NEO 3,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Toulouse),Direct Open Market,2025-04-29,2026-04-28,,0.85,7500000.0,72500000.0,1.0,2000654.074211968,8002616.296847872,6802223.852320692,1200392.444527181,0.0,6802223.852320692,1200392.444527181,373544,,NTU,2026-04-29,True,,,342462_460214,10003270.37105984,False,,,1,0.2,1,0.4,0.4,1,10003270.37105984,0.075,0.4166666666666667,312602.19909562,2000654.074211968,0.0,8002616.296847872,8002616.296847872,True,833605.8642549868,2025,0.85,6802223.852320692,1200392.4445271809,0.0,6802223.852320692,1200392.4445271809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4001308.148423936,0.0,4001308.148423936,0.0,3401111.9261603463
342462,460219,AIRBUS DEFENCE AND SPACE SAS  PNEO3 & PNEO4 - IO,FIID,ASO,2025-04-29,2026-04-28,In-Orbit,10003270.37105984,280092.6054020511,2021-08-17,S950 OPTICAL (ASTROBUS-S 950 OPTICAL) (AIRBUS),ASTROBUS/ASTROSAT/S-BUS FAMILY (AIRBUS),VEGA,LEO,12.0,13888.0,PLEIADES NEO 4,Airbus Defence and Space (Stevenage),Airbus Defence and Space (Stevenage),Direct Open Market,2025-04-29,2026-04-28,,0.85,7500000.0,72500000.0,1.0,2000654.074211968,8002616.296847872,6802223.852320692,1200392.444527181,0.0,6802223.852320692,1200392.444527181,373544,,NTU,2026-04-29,True,,,342462_460219,10003270.37105984,False,,,1,0.2,1,0.4,0.4,1,10003270.37105984,0.075,0.4166666666666667,312602.19909562,2000654.074211968,0.0,8002616.296847872,8002616.296847872,True,833605.8642549868,2025,0.85,6802223.852320692,1200392.4445271809,0.0,6802223.852320692,1200392.4445271809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4001308.148423936,0.0,4001308.148423936,0.0,3401111.9261603463
343722,463279,Mapfre Re Compania De Reaseguros S.A.  Hispasat NEXUS - In Orbit ,FIID,ASO,2025-06-07,2026-06-06,In-Orbit,28126299.222142108,459749.3049688398,2023-02-07,SPACEBUS NEO 200,SPACEBUS NEO FAMILY,"FALCON 9, 5 & HEAVY",GEO-GSO,12.0,14294.0,AMAZONAS NEXUS,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),Proportional Facultative,2025-06-07,2026-06-06,,0.85,7500000.0,72500000.0,0.0,5625259.844428422,22501039.377713688,19125883.471056633,3375155.9066570536,0.0,19125883.471056633,3375155.9066570536,389204,,NTU,2026-06-30,True,,,343722_463279,28126299.222142108,False,,,1,0.2,0,0.0,0.05,1,28126299.222142108,0.075,0.4166666666666667,878946.8506919409,5625259.844428422,0.0,22501039.377713688,22501039.377713688,False,0.0,2025,0.85,19125883.471056633,3375155.906657055,0.0,19125883.471056633,3375155.906657055,1406314.9611071055,0.0,1406314.9611071055,0.0,1195367.7169410398,2812629.922214211,0.0,2812629.922214211,0.0,2390735.4338820796,1406314.9611071055,0.0,1406314.9611071055,0.0,1195367.7169410398
343724,463281,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-05-27,In-Orbit,10816672.559291799,141699.47667971047,2019-11-26,SPACEBUS 4000B2,SPACEBUS 4000,ARIANE 5,GEO-GSO,11.0,11969.0,INMARSAT 5-F5 (INMARSAT GX-5),Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),Direct Open Market,2025-07-01,2026-05-27,,0.5,50000000.0,245000000.0,0.0,2163334.51185836,8653338.04743344,4326669.02371672,4326669.02371672,0.0,4326669.02371672,4326669.02371672,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463281,10816672.559291799,False,,,1,0.2,0,0.0,0.05,1,10816672.559291799,0.075,0.4166666666666667,338021.0174778687,2163334.51185836,0.0,8653338.04743344,8653338.04743344,True,901389.3799409834,2025,0.5,4326669.02371672,4326669.02371672,0.0,4326669.02371672,4326669.02371672,540833.62796459,540833.62796459,0.0,0.0,270416.813982295,1081667.25592918,1081667.25592918,0.0,0.0,540833.62796459,540833.62796459,540833.62796459,0.0,0.0,270416.813982295
343724,463282,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-06-30,In-Orbit,7621566.7914211,141699.47667971047,2017-06-28,SPACEBUS 4000C4,SPACEBUS 4000,ARIANE 5,GEO-GSO,12.0,7353.0,HELLAS-SAT 3/INMARSAT-S-EAN,Thales Alenia Space France (Cannes),Thales Alenia Space France (Cannes),Direct Open Market,2025-07-01,2026-06-30,,0.5,50000000.0,245000000.0,0.0,1524313.35828422,6097253.43313688,3048626.71656844,3048626.71656844,0.0,3048626.71656844,3048626.71656844,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463282,7621566.7914211,False,,,1,0.2,0,0.0,0.05,1,7621566.7914211,0.075,0.4166666666666667,238173.96223190936,1524313.35828422,0.0,6097253.4331368795,6097253.4331368795,True,635130.5659517584,2025,0.5,3048626.7165684397,3048626.7165684397,0.0,3048626.7165684397,3048626.7165684397,381078.339571055,381078.339571055,0.0,0.0,190539.1697855275,762156.67914211,762156.67914211,0.0,0.0,381078.339571055,381078.339571055,381078.339571055,0.0,0.0,190539.1697855275
343724,463283,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-06-30,In-Orbit,6529238.3396334,85531.84989930259,2013-07-25,ALPHABUS,ALPHABUS,ARIANE 5,GEO-GSO,12.0,7519.0,ALPHASAT I-XL,Thales Alenia Space France (Toulouse),EADS Astrium/Thales Consortium,Direct Open Market,2025-07-01,2026-06-30,,0.5,50000000.0,245000000.0,0.0,1305847.66792668,5223390.67170672,2611695.33585336,2611695.33585336,0.0,2611695.33585336,2611695.33585336,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463283,6529238.3396334,False,,,1,0.2,0,0.0,0.05,1,6529238.3396334,0.075,0.4166666666666667,204038.69811354374,1305847.66792668,0.0,5223390.671706719,5223390.671706719,True,544103.19496945,2025,0.5,2611695.3358533597,2611695.3358533597,0.0,2611695.3358533597,2611695.3358533597,326461.91698167,326461.91698167,0.0,0.0,163230.958490835,652923.83396334,652923.83396334,0.0,0.0,326461.91698167,326461.91698167,326461.91698167,0.0,0.0,163230.958490835
343724,463284,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-06-30,In-Orbit,13126283.4832775,171954.10656413148,2017-05-15,BSS-702HP (BOEING 702HP),BOEING BSS 702,"FALCON 9, 5 & HEAVY",GEO-GSO,12.0,9739.0,INMARSAT 5-F4 (INMARSAT GX-4),Boeing Satellite Systems Inc.,Boeing Satellite Systems Inc.,Direct Open Market,2025-07-01,2026-06-30,,0.5,50000000.0,245000000.0,0.0,2625256.6966555,10501026.786622,5250513.393311,5250513.393311,0.0,5250513.393311,5250513.393311,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463284,13126283.4832775,False,,,1,0.2,0,0.0,0.05,1,13126283.4832775,0.075,0.4166666666666667,410196.35885242186,2625256.6966555,0.0,10501026.786621999,10501026.786621999,True,1093856.9569397918,2025,0.5,5250513.3933109995,5250513.3933109995,0.0,5250513.3933109995,5250513.3933109995,656314.174163875,656314.174163875,0.0,0.0,328157.0870819375,1312628.34832775,1312628.34832775,0.0,0.0,656314.174163875,656314.174163875,656314.174163875,0.0,0.0,328157.0870819375
343724,463285,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-06-30,In-Orbit,9550287.200577699,125108.15061334208,2015-08-28,BSS-702HP (BOEING 702HP),BOEING BSS 702,PROTON,GEO-GSO,12.0,9013.0,INMARSAT 5-F3 (INMARSAT GX-3),Boeing Satellite Systems Inc.,Boeing Satellite Systems Inc.,Direct Open Market,2025-07-01,2026-06-30,,0.5,50000000.0,245000000.0,0.0,1910057.4401155398,7640229.760462159,3820114.8802310796,3820114.8802310796,0.0,3820114.8802310796,3820114.8802310796,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463285,9550287.200577699,False,,,1,0.2,0,0.0,0.05,1,9550287.200577699,0.075,0.4166666666666667,298446.4750180531,1910057.4401155398,0.0,7640229.760462159,7640229.760462159,True,795857.2667148083,2025,0.5,3820114.8802310796,3820114.8802310796,0.0,3820114.8802310796,3820114.8802310796,477514.36002888496,477514.36002888496,0.0,0.0,238757.18001444248,955028.7200577699,955028.7200577699,0.0,0.0,477514.36002888496,477514.36002888496,477514.36002888496,0.0,0.0,238757.18001444248
343724,463286,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-06-30,In-Orbit,9334080.6029999,122276.12909476314,2015-02-01,BSS-702HP (BOEING 702HP),BOEING BSS 702,PROTON,GEO-GSO,12.0,9012.0,INMARSAT 5-F2 (INMARSAT GX-2),Boeing Satellite Systems Inc.,Boeing Satellite Systems Inc.,Direct Open Market,2025-07-01,2026-06-30,,0.5,50000000.0,245000000.0,0.0,1866816.12059998,7467264.48239992,3733632.24119996,3733632.24119996,0.0,3733632.24119996,3733632.24119996,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463286,9334080.6029999,False,,,1,0.2,0,0.0,0.05,1,9334080.6029999,0.075,0.4166666666666667,291690.01884374686,1866816.12059998,0.0,7467264.48239992,7467264.48239992,True,777840.0502499917,2025,0.5,3733632.24119996,3733632.24119996,0.0,3733632.24119996,3733632.24119996,466704.030149995,466704.030149995,0.0,0.0,233352.0150749975,933408.06029999,933408.06029999,0.0,0.0,466704.030149995,466704.030149995,466704.030149995,0.0,0.0,233352.0150749975
343724,463287,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-06-30,In-Orbit,8205132.9760155,107487.21672332886,2013-12-08,BSS-702HP (BOEING 702HP),BOEING BSS 702,PROTON,GEO-GSO,12.0,9011.0,INMARSAT 5-F1 (INMARSAT GX-1),Boeing Satellite Systems Inc.,Boeing Satellite Systems Inc.,Direct Open Market,2025-07-01,2026-06-30,,0.5,50000000.0,245000000.0,0.0,1641026.5952031,6564106.3808124,3282053.1904062,3282053.1904062,0.0,3282053.1904062,3282053.1904062,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463287,8205132.9760155,False,,,1,0.2,0,0.0,0.05,1,8205132.9760155,0.075,0.4166666666666667,256410.40550048434,1641026.5952031,0.0,6564106.3808124,6564106.3808124,True,683761.081334625,2025,0.5,3282053.1904062,3282053.1904062,0.0,3282053.1904062,3282053.1904062,410256.648800775,410256.648800775,0.0,0.0,205128.3244003875,820513.29760155,820513.29760155,0.0,0.0,410256.648800775,410256.648800775,410256.648800775,0.0,0.0,205128.3244003875
343724,463288,INMARSAT GLOBAL LIMITED  - In-Orbit,FUL,ASO,2025-07-01,2026-06-30,In-Orbit,19617551.7198814,256989.1526892105,2021-12-22,EUROSTAR E3000e (EOR),EUROSTAR E3000,"H-2, H-2S, H-2A & H-2B",GEO-GSO,12.0,10590.0,INMARSAT 6-F1,Airbus Defence and Space (Toulouse),Airbus Defence and Space (Stevenage),Direct Open Market,2025-07-01,2026-06-30,,0.5,50000000.0,245000000.0,0.0,3923510.34397628,15694041.37590512,7847020.68795256,7847020.68795256,0.0,7847020.68795256,7847020.68795256,385466,311321,Quoted/Awaiting FOT,2026-07-01,True,,,343724_463288,19617551.7198814,False,,,1,0.2,0,0.0,0.05,1,19617551.7198814,0.075,0.4166666666666667,613048.4912462938,3923510.34397628,0.0,15694041.37590512,15694041.37590512,False,0.0,2025,0.5,7847020.68795256,7847020.68795256,0.0,7847020.68795256,7847020.68795256,980877.58599407,980877.58599407,0.0,0.0,490438.792997035,1961755.17198814,1961755.17198814,0.0,0.0,980877.58599407,980877.58599407,980877.58599407,0.0,0.0,490438.792997035
341568,473581,MAXAR TECHNOLOGIES INC.  Maxar Legion Fleet,FUL,ASO,2025-08-16,2026-05-02,In-Orbit,4020619.7871133997,65870.90050856567,2024-05-02,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",LEO,9.0,12486.0,WORLDVIEW LEGION-2,Maxar Space Systems,Maxar Space Systems,Direct Open Market,2025-08-16,2026-05-02,,0.5,50000000.0,245000000.0,2.0,804123.95742268,3216495.82969072,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,,,,,True,,,341568_473581,4020619.7871133997,False,,,1,0.2,2,0.4,0.4,1,4020619.7871133997,0.075,0.4166666666666667,125644.36834729374,804123.95742268,0.0,3216495.82969072,3216495.82969072,True,335051.6489261167,2025,0.5,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608247.91484536,1608247.91484536,0.0,0.0,804123.95742268
341568,473582,MAXAR TECHNOLOGIES INC.  Maxar Legion Fleet,FUL,ASO,2025-05-03,2026-05-02,In-Orbit,4020619.7871133997,92475.1026561841,2024-08-15,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",LEO,12.0,12487.0,WORLDVIEW LEGION-3,Maxar Space Systems,Maxar Space Systems,Direct Open Market,2025-05-03,2026-05-02,,0.5,50000000.0,245000000.0,2.0,804123.95742268,3216495.82969072,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,,,,,True,,,341568_473582,4020619.7871133997,False,,,1,0.2,2,0.4,0.4,1,4020619.7871133997,0.075,0.4166666666666667,125644.36834729374,804123.95742268,0.0,3216495.82969072,3216495.82969072,True,335051.6489261167,2025,0.5,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608247.91484536,1608247.91484536,0.0,0.0,804123.95742268
341568,473583,MAXAR TECHNOLOGIES INC.  Maxar Legion Fleet,FUL,ASO,2025-08-16,2026-05-02,In-Orbit,4020619.7871133997,65870.90050856567,2024-08-15,MAXAR 500 (LEGION (SSL-500)),MAXAR 500 (LEGION (SSL-500)) FAMILY,"FALCON 9, 5 & HEAVY",LEO,9.0,12488.0,WORLDVIEW LEGION-4,Maxar Space Systems,Maxar Space Systems,Direct Open Market,2025-08-16,2026-05-02,,0.5,50000000.0,245000000.0,2.0,804123.95742268,3216495.82969072,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,,,,,True,,,341568_473583,4020619.7871133997,False,,,1,0.2,2,0.4,0.4,1,4020619.7871133997,0.075,0.4166666666666667,125644.36834729374,804123.95742268,0.0,3216495.82969072,3216495.82969072,True,335051.6489261167,2025,0.5,1608247.91484536,1608247.91484536,0.0,1608247.91484536,1608247.91484536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608247.91484536,1608247.91484536,0.0,0.0,804123.95742268
